collection_host,collection_key,category,data_element,source,instance_number,inst_id,value
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_avg    , dba_hist_active_sess_history,                    1,                    0,                        1.6
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_avg    , dba_hist_active_sess_history,                    2,                    0,                        1.5
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_avg    , dba_hist_active_sess_history,                    3,                    0,                        1.4
racn01, BATCH1280765, cpu, aas_on_cpu_avg               , dba_hist_active_sess_history,                    1,                    0,                        1.6
racn01, BATCH1280765, cpu, aas_on_cpu_avg               , dba_hist_active_sess_history,                    2,                    0,                        1.5
racn01, BATCH1280765, cpu, aas_on_cpu_avg               , dba_hist_active_sess_history,                    3,                    0,                        1.4
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_avg   , dba_hist_active_sess_history,                    1,                    0,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_avg   , dba_hist_active_sess_history,                    2,                    0,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_avg   , dba_hist_active_sess_history,                    3,                    0,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_avg    , dba_hist_active_sess_history,                   -1,                   -1,                        4.5
racn01, BATCH1280765, cpu, aas_on_cpu_avg               , dba_hist_active_sess_history,                   -1,                   -1,                        4.5
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_avg   , dba_hist_active_sess_history,                   -1,                   -1,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_peak   , gv$active_session_history,                    0,                    1,                         10
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_peak   , gv$active_session_history,                    0,                    2,                         10
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_peak   , gv$active_session_history,                    0,                    3,                         12
racn01, BATCH1280765, cpu, aas_on_cpu_peak              , gv$active_session_history,                    0,                    1,                         10
racn01, BATCH1280765, cpu, aas_on_cpu_peak              , gv$active_session_history,                    0,                    2,                         10
racn01, BATCH1280765, cpu, aas_on_cpu_peak              , gv$active_session_history,                    0,                    3,                         12
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_peak  , gv$active_session_history,                    0,                    1,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_peak  , gv$active_session_history,                    0,                    2,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_peak  , gv$active_session_history,                    0,                    3,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_peak   , gv$active_session_history,                   -1,                   -1,                         32
racn01, BATCH1280765, cpu, aas_on_cpu_peak              , gv$active_session_history,                   -1,                   -1,                         32
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_peak  , gv$active_session_history,                   -1,                   -1,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_9999   , gv$active_session_history,                    0,                    1,                         10
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_9999   , gv$active_session_history,                    0,                    2,                         10
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_9999   , gv$active_session_history,                    0,                    3,                         12
racn01, BATCH1280765, cpu, aas_on_cpu_9999              , gv$active_session_history,                    0,                    1,                         10
racn01, BATCH1280765, cpu, aas_on_cpu_9999              , gv$active_session_history,                    0,                    2,                         10
racn01, BATCH1280765, cpu, aas_on_cpu_9999              , gv$active_session_history,                    0,                    3,                         12
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_9999  , gv$active_session_history,                    0,                    1,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_9999  , gv$active_session_history,                    0,                    2,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_9999  , gv$active_session_history,                    0,                    3,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_9999   , gv$active_session_history,                   -1,                   -1,                         32
racn01, BATCH1280765, cpu, aas_on_cpu_9999              , gv$active_session_history,                   -1,                   -1,                         32
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_9999  , gv$active_session_history,                   -1,                   -1,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_999    , gv$active_session_history,                    0,                    1,                          9
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_999    , gv$active_session_history,                    0,                    2,                          8
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_999    , gv$active_session_history,                    0,                    3,                          9
racn01, BATCH1280765, cpu, aas_on_cpu_999               , gv$active_session_history,                    0,                    1,                          9
racn01, BATCH1280765, cpu, aas_on_cpu_999               , gv$active_session_history,                    0,                    2,                          8
racn01, BATCH1280765, cpu, aas_on_cpu_999               , gv$active_session_history,                    0,                    3,                          9
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_999   , gv$active_session_history,                    0,                    1,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_999   , gv$active_session_history,                    0,                    2,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_999   , gv$active_session_history,                    0,                    3,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_999    , gv$active_session_history,                   -1,                   -1,                         26
racn01, BATCH1280765, cpu, aas_on_cpu_999               , gv$active_session_history,                   -1,                   -1,                         26
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_999   , gv$active_session_history,                   -1,                   -1,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_99     , gv$active_session_history,                    0,                    1,                          6
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_99     , gv$active_session_history,                    0,                    2,                          5
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_99     , gv$active_session_history,                    0,                    3,                          6
racn01, BATCH1280765, cpu, aas_on_cpu_99                , gv$active_session_history,                    0,                    1,                          6
racn01, BATCH1280765, cpu, aas_on_cpu_99                , gv$active_session_history,                    0,                    2,                          5
racn01, BATCH1280765, cpu, aas_on_cpu_99                , gv$active_session_history,                    0,                    3,                          6
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_99    , gv$active_session_history,                    0,                    1,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_99    , gv$active_session_history,                    0,                    2,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_99    , gv$active_session_history,                    0,                    3,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_99     , gv$active_session_history,                   -1,                   -1,                         17
racn01, BATCH1280765, cpu, aas_on_cpu_99                , gv$active_session_history,                   -1,                   -1,                         17
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_99    , gv$active_session_history,                   -1,                   -1,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_97     , gv$active_session_history,                    0,                    1,                          4
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_97     , gv$active_session_history,                    0,                    2,                          3
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_97     , gv$active_session_history,                    0,                    3,                          4
racn01, BATCH1280765, cpu, aas_on_cpu_97                , gv$active_session_history,                    0,                    1,                          4
racn01, BATCH1280765, cpu, aas_on_cpu_97                , gv$active_session_history,                    0,                    2,                          3
racn01, BATCH1280765, cpu, aas_on_cpu_97                , gv$active_session_history,                    0,                    3,                          4
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_97    , gv$active_session_history,                    0,                    1,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_97    , gv$active_session_history,                    0,                    2,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_97    , gv$active_session_history,                    0,                    3,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_97     , gv$active_session_history,                   -1,                   -1,                         11
racn01, BATCH1280765, cpu, aas_on_cpu_97                , gv$active_session_history,                   -1,                   -1,                         11
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_97    , gv$active_session_history,                   -1,                   -1,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_95     , gv$active_session_history,                    0,                    1,                          4
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_95     , gv$active_session_history,                    0,                    2,                          3
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_95     , gv$active_session_history,                    0,                    3,                          4
racn01, BATCH1280765, cpu, aas_on_cpu_95                , gv$active_session_history,                    0,                    1,                          4
racn01, BATCH1280765, cpu, aas_on_cpu_95                , gv$active_session_history,                    0,                    2,                          3
racn01, BATCH1280765, cpu, aas_on_cpu_95                , gv$active_session_history,                    0,                    3,                          4
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_95    , gv$active_session_history,                    0,                    1,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_95    , gv$active_session_history,                    0,                    2,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_95    , gv$active_session_history,                    0,                    3,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_95     , gv$active_session_history,                   -1,                   -1,                         11
racn01, BATCH1280765, cpu, aas_on_cpu_95                , gv$active_session_history,                   -1,                   -1,                         11
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_95    , gv$active_session_history,                   -1,                   -1,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_90     , gv$active_session_history,                    0,                    1,                          3
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_90     , gv$active_session_history,                    0,                    2,                          3
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_90     , gv$active_session_history,                    0,                    3,                          3
racn01, BATCH1280765, cpu, aas_on_cpu_90                , gv$active_session_history,                    0,                    1,                          3
racn01, BATCH1280765, cpu, aas_on_cpu_90                , gv$active_session_history,                    0,                    2,                          3
racn01, BATCH1280765, cpu, aas_on_cpu_90                , gv$active_session_history,                    0,                    3,                          3
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_90    , gv$active_session_history,                    0,                    1,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_90    , gv$active_session_history,                    0,                    2,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_90    , gv$active_session_history,                    0,                    3,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_90     , gv$active_session_history,                   -1,                   -1,                          9
racn01, BATCH1280765, cpu, aas_on_cpu_90                , gv$active_session_history,                   -1,                   -1,                          9
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_90    , gv$active_session_history,                   -1,                   -1,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_75     , gv$active_session_history,                    0,                    1,                          2
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_75     , gv$active_session_history,                    0,                    2,                          2
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_75     , gv$active_session_history,                    0,                    3,                          2
racn01, BATCH1280765, cpu, aas_on_cpu_75                , gv$active_session_history,                    0,                    1,                          2
racn01, BATCH1280765, cpu, aas_on_cpu_75                , gv$active_session_history,                    0,                    2,                          2
racn01, BATCH1280765, cpu, aas_on_cpu_75                , gv$active_session_history,                    0,                    3,                          2
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_75    , gv$active_session_history,                    0,                    1,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_75    , gv$active_session_history,                    0,                    2,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_75    , gv$active_session_history,                    0,                    3,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_75     , gv$active_session_history,                   -1,                   -1,                          6
racn01, BATCH1280765, cpu, aas_on_cpu_75                , gv$active_session_history,                   -1,                   -1,                          6
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_75    , gv$active_session_history,                   -1,                   -1,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_median , gv$active_session_history,                    0,                    1,                          1
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_median , gv$active_session_history,                    0,                    2,                          1
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_median , gv$active_session_history,                    0,                    3,                          2
racn01, BATCH1280765, cpu, aas_on_cpu_median            , gv$active_session_history,                    0,                    1,                          1
racn01, BATCH1280765, cpu, aas_on_cpu_median            , gv$active_session_history,                    0,                    2,                          1
racn01, BATCH1280765, cpu, aas_on_cpu_median            , gv$active_session_history,                    0,                    3,                          2
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_median, gv$active_session_history,                    0,                    1,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_median, gv$active_session_history,                    0,                    2,                          0
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_median, gv$active_session_history,                    0,                    3,                          0
racn01, BATCH1280765, cpu, aas_on_cpu_and_resmgr_median , gv$active_session_history,                   -1,                   -1,                          4
racn01, BATCH1280765, cpu, aas_on_cpu_median            , gv$active_session_history,                   -1,                   -1,                          4
racn01, BATCH1280765, cpu, aas_resmgr_cpu_quantum_median, gv$active_session_history,                   -1,                   -1,                          0
